trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	framewise_displacement	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	csf	white_matter
5.245009999999999603e-03	-4.774119999999999753e-02	4.010509999999999770e-02	-5.208860000000000269e-04	-7.479150000000000381e-04	0.000000000000000000e+00	0.000000000000000000e+00	-3.207032440000000262e-02	-8.174214100000000427e-03	-9.581474299999999389e-02	-7.265073169999999858e-02	4.245452329999999802e-02	-8.812354599999999011e-03	5.523617397796919022e+02	4.794779396122272601e+02
1.711570000000000105e-02	7.531660000000001002e-04	8.832210000000000061e-02	-4.501319999999999790e-05	-8.454299999999999879e-04	-8.162320000000000144e-05	1.413326060000000550e-01	-2.360421290000000102e-02	4.367735949999999867e-02	1.024473142999999947e-01	-5.861159730000001233e-02	-2.864210279999999942e-02	2.446693700000000023e-03	5.521573871090906778e+02	4.791370072849488224e+02
2.248669999999999922e-03	-1.701449999999999907e-01	6.138169999999999737e-02	-1.299020000000000177e-04	-7.398770000000000043e-04	-1.171529999999999946e-04	2.240041760000000270e-01	3.533801169999999797e-02	-2.141095809999999863e-02	-9.236775120000000061e-02	-7.927749740000000767e-02	-1.223965670000000047e-02	3.877603339999999982e-02	5.518592197218837327e+02	4.795140601644891376e+02
1.251339999999999918e-02	6.479349999999998999e-02	1.171640000000000043e-01	-5.553269999999999908e-04	-7.675930000000000079e-04	-1.948519999999999972e-04	3.275275300000000112e-01	-3.383611110000000338e-02	-2.846365099999999954e-02	7.797275719999999244e-02	-1.017279310000000075e-02	-1.002476023999999966e-01	9.637608000000000633e-03	5.515288402640628647e+02	4.795634582320092818e+02
1.894920000000000285e-02	-1.763490000000000058e-01	1.059889999999999999e-01	-9.263529999999999855e-04	-8.604160000000000237e-04	1.058789999999999895e-22	2.916883499999999851e-01	6.539178059999999071e-02	-7.994313900000001027e-02	-6.110854100000000233e-02	2.465697669999999952e-02	-7.745978409999999814e-02	1.212564520000000007e-02	5.513676329581161326e+02	4.790936055146420358e+02
1.370270000000000515e-02	5.051180000000000253e-02	1.274210000000000065e-01	-1.366440000000000016e-03	-6.358849999999999876e-04	0.000000000000000000e+00	2.867702000000000306e-01	-4.742969310000000327e-02	-4.016295389999999937e-02	8.154549259999999133e-02	8.519493429999999701e-02	-7.878113219999999250e-02	-5.400643399999999379e-03	5.512719960258370975e+02	4.792051080890156527e+02
-1.083560000000000041e-04	-1.827339999999999798e-01	7.064330000000000609e-02	-2.920399999999999754e-04	-7.469980000000000196e-04	0.000000000000000000e+00	3.631102059999999909e-01	7.642305719999999136e-02	-5.091285379999999777e-02	-4.696888960000000085e-02	1.312213248999999915e-01	3.482004589999999900e-02	-1.033730447999999941e-01	5.516826999261651281e+02	4.791408620474431359e+02
2.287550000000000000e-02	5.919750000000000012e-02	7.541480000000000405e-02	-7.158579999999999891e-04	-5.894430000000000416e-04	-7.568479999999999067e-05	3.025397460000000538e-01	-9.377224589999999527e-02	-3.080346119999999993e-02	3.820589609999999747e-02	4.407012839999999848e-02	3.344651030000000275e-02	-1.313153616999999940e-01	5.521066589759886938e+02	4.794964281953019736e+02
-3.784759999999999860e-03	-1.625920000000000143e-01	7.883439999999999892e-02	-3.884240000000000067e-04	-6.185340000000000109e-04	0.000000000000000000e+00	2.734798500000000243e-01	1.021893019999999958e-01	-2.663991200000000170e-02	-1.376566530000000038e-02	-5.962484700000000339e-03	5.817304680000000283e-02	-1.013832724999999962e-01	5.531806787720163356e+02	4.794882189788788764e+02
-1.466759999999999624e-04	4.283349999999999658e-02	4.649219999999999742e-02	-5.941899999999999743e-04	-4.736650000000000127e-04	0.000000000000000000e+00	2.589375340000000247e-01	-9.699077490000000690e-02	1.060516820000000082e-02	-5.724225600000000524e-03	-4.428770559999999773e-02	3.653334720000000341e-02	-7.632242720000000091e-02	5.528055962490460615e+02	4.793151115890860865e+02
