trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	framewise_displacement	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	csf	white_matter
-8.843099999999997837e-03	-2.060999999999999985e-02	-7.385219999999999285e-02	-8.024350000000000514e-05	-6.920630000000000314e-04	1.592060000000000068e-04	0.000000000000000000e+00	-5.564501230000000465e-02	-9.515128450000000238e-02	8.668633960000000915e-02	-4.006690880000000204e-02	6.482228000000000469e-03	-2.364758380000000007e-02	5.104944068785977151e+02	4.829625023842168616e+02
-2.013869999999999896e-02	-1.183299999999999977e-02	-7.382849999999999135e-02	7.080020000000000020e-05	-4.998090000000000388e-04	0.000000000000000000e+00	4.522148500000000571e-02	-5.951741370000000059e-02	-1.208891658999999980e-01	-8.769293310000000896e-02	-5.081054470000000156e-02	-3.971169970000000549e-02	-2.591783299999999950e-03	5.092817564732887945e+02	4.820471801111924037e+02
-2.590530000000000176e-03	-8.228309999999997015e-02	-6.085299999999999737e-02	0.000000000000000000e+00	-4.998090000000000388e-04	-1.851129999999999876e-04	1.137694300000000047e-01	-7.455674480000000492e-02	-1.028646084999999960e-01	8.913187399999999636e-03	-1.149069260000000064e-01	5.644375759999999825e-02	6.609601260000000367e-02	5.084882137793827610e+02	4.818566197814836300e+02
-8.685009999999999952e-03	8.387989999999999335e-02	-7.384539999999999160e-02	-2.197690000000000028e-04	-3.270279999999999867e-04	-3.100919999999999848e-04	2.111263300000000565e-01	-5.376295469999999715e-02	2.047486100000000045e-02	1.527736299999999910e-03	-3.982498749999999893e-02	-2.877098559999999999e-02	6.354736980000000313e-02	5.092295362970408519e+02	4.828121028322948405e+02
4.255270000000000233e-03	-1.428959999999999952e-01	-5.591290000000000149e-02	-1.264989999999999894e-06	-3.285960000000000096e-04	0.000000000000000000e+00	2.841568804999999309e-01	1.028779909999999985e-02	7.457601629999999204e-02	-5.152393210000000279e-02	7.392725290000000393e-02	5.396123369999999975e-02	-6.357172149999999744e-02	5.112314457099228093e+02	4.842634645339641679e+02
-9.146140000000000519e-03	7.994149999999999867e-02	-9.205399999999999694e-02	1.091470000000000038e-04	-4.998090000000000388e-04	-2.619379999999999712e-04	2.995581595000000319e-01	-4.075288159999999882e-02	1.169072748000000023e-01	9.225635790000000225e-02	2.615422600000000264e-03	8.881861999999999700e-04	-7.297385000000000677e-02	5.134543525405666742e+02	4.847604277969753070e+02
-1.079019999999999979e-02	-4.797909999999999675e-02	-7.560119999999999341e-02	2.480499999999999849e-04	-2.752890000000000133e-04	-7.784829999999997089e-05	1.733930950000000248e-01	-8.346437599999999291e-02	8.028235620000000183e-02	-1.032978063000000030e-01	-1.610608659999999970e-02	1.729141769999999884e-02	-5.596461750000000096e-02	5.117907319569412152e+02	4.835570807410234124e+02
4.307880000000000043e-03	-5.338230000000000058e-02	-5.209109999999999435e-02	4.027839999999999979e-04	-1.601899999999999960e-04	-2.523059999999999930e-04	6.622591499999999631e-02	-1.061331835000000057e-01	3.571606640000000304e-02	-5.427206670000000316e-02	-5.623682199999999881e-02	7.492901889999999121e-02	6.267501190000000777e-02	5.093607802868766044e+02	4.824886473856937528e+02
4.263519999999999810e-03	-1.121600000000000028e-02	-4.348650000000000432e-02	3.579280000000000330e-04	-2.778969999999999856e-04	-7.199670000000000136e-05	6.795887500000000192e-02	-4.542100639999999828e-02	7.543348309999999002e-02	4.615901530000000169e-02	-2.763878000000000103e-04	-2.452053900000000352e-03	3.507924569999999742e-02	5.094288297040497469e+02	4.833777581983474079e+02
1.428999999999999932e-03	2.020579999999999946e-02	-5.018130000000000507e-02	6.059219999999999494e-04	-7.723569999999996933e-05	-6.555270000000000682e-05	6.370608499999999563e-02	1.522405580000000050e-02	2.999589069999999968e-02	5.677263999999999922e-02	7.072624849999999130e-02	-4.408258870000000135e-02	-3.549691469999999988e-02	5.104364343235598085e+02	4.840467831282305724e+02
