csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
619.3456057585005	633.0389383905318	745.3068364297612	0.0	0.0	0.0	-0.0232150729	-0.0117060343	0.0076970795	0.08494380160000001	-0.0082436771	0.1039052404	-0.0098156177	0.0173164372	-0.0977733741	0.0395979414	-0.0692232572	0.0054440364	0.1091041759	0.1090898686	0.1090660245	0.1090326458	-5.46571e-05	-0.0513876	-0.09483580000000001	0.00145906	2.59662e-05	0.000282946
618.1159664743305	632.7790445850733	745.4389464998219	1.2454980000000002	19.253181	0.0446034335	0.0527417353	-0.0594879776	0.0358769842	0.1113819191	-0.0060367863	0.0087528968	-0.0457671001	-0.0724759222	0.0206406138	0.1049115575	-0.0464250959	0.011619078799999998	0.1090660245	0.1089372966	0.1087228625	0.108422891	-1.2963599999999999e-05	-0.0379407	-0.08916849999999997	0.00111621	0.00012424799999999998	0.00021512700000000002
618.8798189197463	632.9905548148703	744.5043881643661	1.248732	19.303173	0.1363876988	0.1301532798	-0.0103348453	0.0905204647	0.0296740367	-0.0409512502	0.0307115513	-0.1243064292	-0.0679537899	-0.0296254089	-0.0609983731	0.0184459598	0.0437865491	0.1089897352	0.1086323659	0.1080376181	0.1072067914	-3.62124e-05	-0.136177	-0.0784607	0.00162483	0.000153752	0.00022541
620.26988204954	633.9254251458102	744.6055797309161	1.256406	19.421801000000002	0.22124821760000002	0.0086480153	0.0841817411	0.0404756322	-0.0196288942	0.0666023135	-0.0209124418	-0.0929422476	0.0924025878	-0.023815295	-0.009804700000000001	0.0192703538	-0.0691398673	0.1088753345	0.108175503	0.1070124473	0.105391148	-0.00210103	0.024740099999999998	-0.0592099	0.00112153	-0.00011871100000000001	0.000229957
620.9569042878247	633.2580200026888	743.6511403490639	1.312858	20.294445	0.171877339	-0.0843155311	0.086220354	-0.0670956092	0.0646523351	0.0750919155	-0.0315744591	-0.010567558700000002	0.0793723128	0.0168920742	0.1041653601	-0.0127341222	-0.0865978421	0.1087228625	0.1075673469	0.1056505759	0.1029861145	0.00017930900000000003	-0.09914990000000004	-0.029072300000000002	0.00113525	-0.000186422	0.0
619.3026520365214	632.6945137645966	744.2326656539477	1.3099980000000002	20.250231	0.111091606	0.006328275899999999	0.0079396038	-0.1284663589	-0.0292640384	-0.009024566	0.0837271208	0.021974963700000003	-0.0146166732	-0.1094973268	0.0324527211	-0.0229652234	-0.0129332396	0.1085323724	0.1068087481	0.1039562886	0.1000051409	0.000134053	-0.0328561	-0.0548488	0.00126787	-0.00011871100000000001	0.00017919
619.8142403578279	632.4132979694601	743.8512802875388	1.171542	18.109951000000002	0.045735125999999994	0.0532759511	-0.017571738899999998	-0.1259967501	-0.0057298707	-0.0146881842	-0.008520724399999999	-0.0020006462	-0.0642371076	0.05917151070000001	0.0838434599	-0.0031903017	-0.0020321138	0.108303931	0.1059007676	0.1019349164	0.0964648979	0.00019697400000000002	-0.061990199999999995	-0.052613599999999996	0.00128711	-0.00011871100000000001	-8.762809999999999e-05
618.7103771656409	631.7397868728224	743.2678793900806	1.061307	16.405918	0.033600987000000006	0.10829081	-0.0318130356	-0.027514255	-0.0348271225	-0.0337610429	-0.0216177885	-0.0107435104	-0.0978347562	-0.0033145388	-0.0536418826	0.0107734423	0.0051774278	0.1080376181	0.1048446753	0.0995928192	0.0923851842	0.000175992	-0.05785409999999999	-0.0335771	0.0014076300000000006	-0.00011871100000000001	0.0
617.7640307301591	632.6437122313429	743.2565201343654	1.049664	16.225929	0.067687501	0.0222324457	0.0396735839	0.0792528157	-0.1004629338	0.0658336209	0.032782165499999995	-0.0366511272	0.05582235	-0.0198438017	-0.1168118415	0.0147620042	-0.0098557811	0.1077335267	0.1036419483	0.0969373661	0.087788815	0.000175993	0.0031399	-0.0336161	0.00127454	-0.00011871100000000001	0.0
618.7720193163816	632.9838382660026	743.7992146832828	1.069998	16.540266	0.08646767100000001	-0.1177826974	0.06988481519999999	-0.0027095736	0.0134225106	0.0428530059	-0.0945156066	0.0166435294	0.1145872572	0.0910359985	0.0699713829	-0.065506548	-0.0342543933	0.1073917633	0.1022942687	0.0939769123	0.0827014951	0.000180864	-0.0577175	-0.0242166	0.00145414	-0.000263229	0.0
