trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	framewise_displacement	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	csf	white_matter
-1.636229999999999976e-02	-3.100609999999999825e-02	-4.668490000000000140e-02	6.135430000000000311e-05	-1.991929999999999883e-04	1.680409999999999857e-04	0.000000000000000000e+00	7.511865199999999583e-03	-6.574182740000000802e-02	2.251940430000000035e-02	-2.583089950000000065e-02	1.659550047000000195e-01	-1.009436214999999970e-01	5.539334819406111592e+02	5.454390860199928284e+02
-9.527259999999999202e-03	-3.100790000000000143e-02	8.990299999999997946e-03	-2.200110000000000184e-05	-1.911030000000000031e-04	0.000000000000000000e+00	7.548636000000000235e-02	9.253048369999999911e-02	-1.435889200000000157e-03	-9.057943179999999872e-02	9.733370660000000008e-02	4.993950280000000047e-02	-6.851160089999999703e-02	5.540820259852417848e+02	5.447327248454093933e+02
-1.633509999999999823e-02	-2.134279999999999858e-02	1.161339999999999942e-02	-3.297099999999999857e-04	-4.752589999999999465e-24	8.766979999999999196e-05	4.842012500000002218e-02	-3.205753000000000075e-02	-1.243396167000000024e-01	-9.379685150000000027e-02	8.556085999999999206e-03	-6.863520430000000228e-02	-9.182034599999999713e-03	5.506244387728646643e+02	5.452343821128209811e+02
-1.630269999999999983e-02	-2.125570000000000237e-02	5.948610000000000009e-03	-5.196759999999999487e-04	-5.869300000000000472e-04	-5.293959999999999447e-23	4.901258000000000004e-02	1.551914490000000021e-02	9.398968370000000683e-02	1.227995176999999993e-01	1.954983199999999963e-02	1.679353800000000022e-02	-4.134858950000000477e-02	5.488784278573835991e+02	5.445004557967185974e+02
-5.843779999999999808e-03	-5.518320000000000169e-02	3.634549999999999587e-02	-3.171669999999999806e-04	-0.000000000000000000e+00	0.000000000000000000e+00	1.142552599999999557e-01	7.826973160000000318e-02	1.524802769999999974e-02	-1.032687672000000001e-01	-3.486371580000000026e-02	-1.663300159999999903e-02	3.718542000000000028e-03	5.500269428106977330e+02	5.444047739704450350e+02
-1.639420000000000113e-02	-2.448440000000000338e-02	-1.199260000000000083e-02	-2.782139999999999895e-04	-1.702899999999999976e-04	3.306619999999999590e-04	1.165825699999999965e-01	-3.111580710000000013e-02	-9.940242230000000123e-02	-7.726792599999999893e-03	1.379628899999999977e-02	4.835464839999999848e-02	3.240477430000000131e-02	5.507789714468141256e+02	5.454848745862643682e+02
-6.786770000000000129e-03	-6.637210000000000332e-02	1.641439999999999913e-02	-1.197610000000000075e-04	-0.000000000000000000e+00	8.728669999999999897e-05	1.085080449999999974e-01	-3.602372660000000004e-02	4.614571220000000112e-02	1.768317759999999891e-02	2.557612449999999843e-02	-4.259290749999999903e-02	-3.426714890000000235e-02	5.483951715088570609e+02	5.450956363876661044e+02
-9.394470000000000251e-03	-3.669240000000000695e-02	2.037619999999999969e-03	-1.020010000000000014e-04	-1.221589999999999937e-04	2.182029999999999842e-04	6.020594499999999683e-02	7.156099030000000194e-02	2.102369109999999847e-02	-3.751542869999999891e-02	-9.697861859999999667e-02	5.202226570000000050e-02	-1.859175120000000278e-02	5.491086646171814891e+02	5.443399835030236318e+02
-8.833189999999997710e-03	-4.445989999999999664e-02	5.155919999999999601e-03	-4.462519999999999551e-04	-1.608879999999999815e-04	5.768810000000000084e-05	3.862182499999999852e-02	7.709889870000000145e-02	2.876557969999999839e-02	3.635806619999999711e-02	5.371678039999999710e-02	-3.196649009999999458e-02	1.244273057000000043e-01	5.490346529700539122e+02	5.442978750069936495e+02
-9.278279999999999861e-03	-2.683920000000000056e-02	1.634319999999999523e-02	-4.470790000000000202e-04	-1.084170000000000023e-04	2.717840000000000121e-04	4.262276499999999996e-02	-1.051683033000000017e-01	8.942787699999999590e-03	7.686332699999999518e-02	-1.008457761000000064e-01	-8.537196190000000129e-02	3.762197590000000008e-02	5.483406880008133157e+02	5.450152763923010752e+02
