trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	framewise_displacement	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	csf	white_matter
6.435319999999999908e-05	-1.614360000000000100e-02	-8.386319999999999886e-02	3.784050000000000065e-04	-6.789710000000001100e-04	-8.046419999999999441e-04	0.000000000000000000e+00	-1.702471590000000090e-02	-4.052311039999999948e-02	5.878022400000000244e-03	-7.403057980000000982e-02	3.162593539999999925e-02	-8.102866409999999464e-02	4.766221241720243142e+02	4.511814403244368918e+02
6.921099999999999475e-03	-2.616050000000000320e-02	-9.432639999999999081e-02	1.532689999999999964e-03	-6.350330000000000167e-04	-6.974610000000000228e-04	9.260704680000002298e-02	3.478758390000000200e-02	-1.067726370000000174e-02	-3.659835999999999970e-04	-1.863105209999999998e-02	-8.346676570000000073e-02	-5.122668579999999777e-02	4.750099775437543599e+02	4.514279487304636973e+02
1.528930000000000013e-04	3.807119999999999949e-02	-5.904980000000000645e-02	1.150610000000000017e-04	-9.676639999999999157e-04	-7.566959999999997360e-04	1.967512569999999850e-01	8.744838949999998723e-02	-3.355811040000000051e-02	2.701573799999999921e-03	-5.235056359999999687e-02	-7.035790699999999905e-03	-1.631626170000000098e-02	4.773907860685974356e+02	4.509307293243808203e+02
1.112350000000000014e-04	2.550670000000000021e-02	-9.095430000000000181e-02	-2.673809999999999664e-04	-1.488320000000000008e-03	-6.480789999999999728e-04	9.509640800000000727e-02	1.206808159000000019e-01	5.957199870000000341e-02	4.573603860000000076e-02	7.457252039999999471e-02	1.052472689999999975e-02	4.008394149999999767e-02	4.760689911047385294e+02	4.505828333373989381e+02
2.676949999999999816e-02	-2.551080000000000014e-01	-8.346710000000000240e-02	3.768740000000000241e-04	-1.095599999999999959e-03	-7.622650000000000346e-04	3.723182150000001189e-01	-4.458367200000000474e-02	-1.137878412000000033e-01	-4.930727600000000405e-03	2.067615060000000116e-01	2.748605009999999932e-02	7.385509510000000388e-02	4.782680011747627304e+02	4.509492470043221033e+02
2.903349999999999681e-02	7.045130000000000836e-02	-1.019019999999999926e-01	1.638059999999999993e-03	-9.676630000000000084e-04	-4.317400000000000100e-04	4.322405999999999748e-01	4.418253320000000567e-02	-8.559849880000000577e-02	3.353602790000000111e-02	2.644402809999999923e-02	1.616310666000000118e-01	-1.252611000000000046e-03	4.791572360134780979e+02	4.508469663721359098e+02
-3.900980000000000072e-03	-4.729399999999999923e-03	-5.376019999999999410e-02	7.907279999999999279e-05	-2.805670000000000126e-04	-2.462470000000000023e-04	2.778357900000000269e-01	5.041327780000000314e-02	-1.777705289999999966e-02	9.957589470000000054e-02	7.396068420000000143e-02	1.204646966999999985e-01	-9.249045900000000750e-03	4.784202010381771970e+02	4.505010403511051322e+02
-2.192179999999999823e-02	9.760139999999999094e-02	-5.835769999999999846e-02	-7.148539999999999018e-04	-1.127470000000000208e-03	-2.800799999999999883e-04	2.086822600000000083e-01	7.724725500000000078e-02	2.068434400000000034e-02	3.323946700000000171e-03	5.285487550000000229e-02	1.641970969999999863e-01	7.624700519999999537e-02	4.759256557940796597e+02	4.508958477939382306e+02
8.657659999999997580e-03	-1.217690000000000022e-01	-9.808610000000000939e-02	-3.254500000000000231e-04	-1.191629999999999946e-03	-2.551759999999999706e-04	3.136016600000000043e-01	-5.425840170000000018e-02	1.248526677000000029e-01	4.970712690000000239e-02	8.266647039999999724e-02	9.442504000000000218e-04	3.374637109999999857e-02	4.765199564453493508e+02	4.508212254837068258e+02
2.829830000000000192e-02	-1.212059999999999943e-01	-7.247289999999999288e-02	2.629980000000000187e-04	-6.434380000000000828e-04	-1.157629999999999960e-04	1.096194900000000000e-01	-7.149225200000000613e-02	-9.942897909999999506e-02	4.802608650000000229e-02	-1.162735430000000000e-02	-1.484021420000000008e-02	-5.222202400000000577e-02	4.778725519738673597e+02	4.508759117385121158e+02
6.554420000000000038e-03	2.973409999999999942e-02	-5.190349999999999825e-02	2.483550000000000303e-05	-2.505920000000000022e-04	8.253849999999997640e-07	2.306332242499999907e-01	1.429923370000000041e-02	-7.448121400000000392e-03	1.947567169999999889e-02	-8.434710109999998817e-02	-1.976861920000000036e-02	-5.593578720000000337e-02	4.755045144148587610e+02	4.511397558449095300e+02
-4.781030000000000349e-03	-5.333349999999999723e-03	-5.146529999999999855e-02	1.481869999999999925e-05	-2.448709999999999667e-04	8.253849999999997640e-07	4.762799000000000199e-02	3.985593700000000100e-02	-4.747611300000000208e-03	3.636797630000000031e-02	-4.454618879999999725e-02	-7.724469620000000425e-02	4.064712499999999576e-03	4.777400344225036406e+02	4.508938778279871258e+02
-4.300240000000000312e-03	-2.208549999999999749e-02	-4.531299999999999911e-02	2.166319999999999954e-04	-2.448709999999999667e-04	8.253849999999997640e-07	3.347590500000000024e-02	1.139700769999999960e-02	-9.725797200000000503e-03	9.929625770000000129e-02	-6.461789280000000690e-02	-5.781090920000000327e-02	1.567895719999999951e-02	4.763927726503044937e+02	4.503189629647887955e+02
-3.675469999999999432e-02	8.460430000000000728e-02	-3.604190000000000171e-02	-6.895139999999999039e-04	-7.638449999999997585e-04	8.253849999999997640e-07	2.196713600000000099e-01	7.715693290000000260e-02	5.739525790000000322e-02	8.761544800000001243e-02	-3.226996249999999899e-02	-7.741336300000000240e-03	6.232267440000001379e-02	4.770513037473881468e+02	4.508483059489826132e+02
-7.869990000000000319e-03	-1.046030000000000015e-01	-3.264859999999999984e-02	-1.124860000000000096e-03	-1.184570000000000024e-03	-2.131109999999999862e-04	2.749856792499999480e-01	-6.923080230000000501e-02	1.315083979999999986e-01	-8.105584840000000513e-02	5.376277279999999714e-02	-2.194067289999999948e-02	3.151690900000000267e-02	4.752983760016259680e+02	4.517802574411763885e+02
3.589119999999999810e-02	-1.849000000000000088e-01	-1.839679999999999788e-02	2.475470000000000339e-04	-5.219699999999999644e-04	8.253849999999997640e-07	2.507571592500000279e-01	-1.577629935999999844e-01	-5.330029809999999729e-02	-8.585119769999999262e-02	8.501202299999999906e-03	-1.819438810000000017e-02	-4.448126000000000163e-03	4.793853855619428828e+02	4.515896698019508904e+02
