trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	framewise_displacement	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	csf	white_matter
2.111640000000000045e-02	-1.521049999999999833e-02	1.612589999999999857e-01	6.438989999999999688e-04	-6.359700000000000249e-04	-4.111130000000000058e-04	0.000000000000000000e+00	-5.445607840000000338e-02	1.677625909999999956e-02	7.342252990000000534e-02	-2.647429520000000105e-02	3.912548340000000097e-02	-2.948004660000000041e-02	6.054938538627577600e+02	5.021930206150038885e+02
1.601879999999999971e-02	-5.952359999999999596e-02	8.732649999999998053e-03	9.512019999999999503e-04	-8.997179999999999804e-04	1.661270000000000173e-04	2.593516000000000155e-01	-8.540881820000000013e-02	-9.225813509999999940e-02	5.961849109999999702e-02	5.178460820000000547e-02	6.372050000000000088e-05	-8.947944409999999960e-02	6.116523536025662224e+02	5.036752499284805822e+02
4.867729999999999974e-02	-5.872389999999999902e-03	-1.445279999999999621e-01	1.944439999999999970e-03	-1.960790000000000178e-04	-3.950619999999999523e-04	3.524736600000000220e-01	-2.429796769999999911e-02	-1.134048775999999953e-01	2.593441789999999941e-02	1.390280370000000071e-02	3.375004899999999725e-02	-1.321347223000000071e-01	6.045669170948093551e+02	5.014974401593431139e+02
2.799509999999999499e-02	-1.120759999999999951e-01	2.698249999999999815e-01	1.262110000000000532e-03	-1.901880000000000107e-03	-1.035569999999999980e-03	6.926707600000000520e-01	-4.539676759999999867e-02	1.395767909999999848e-02	5.721842010000000034e-02	1.738574342000000217e-01	-2.188137219999999883e-02	-6.401007199999999425e-03	6.049196475126094583e+02	5.022879138900495946e+02
2.508569999999999897e-03	1.259419999999999984e-01	5.946939999999999449e-01	-1.587810000000000046e-03	-2.481530000000000021e-03	-8.273449999999997299e-04	7.702632799999999946e-01	-1.446871129999999922e-02	1.443036632999999958e-01	3.223179500000000058e-02	-4.160686029999999952e-02	6.321155300000000712e-03	-4.072336149999999932e-02	6.012554953756387022e+02	5.003597226112191265e+02
2.590659999999999838e-02	-1.314639999999999975e-01	1.507349999999999801e-01	-2.909400000000000029e-04	-8.035759999999998564e-04	-6.687750000000000335e-04	8.814327299999999976e-01	1.742615209999999817e-02	-2.015043739999999861e-02	5.429298619999999714e-02	1.186825130000000034e-02	1.010514390000000033e-02	5.976095800000000291e-02	6.010761626368952193e+02	4.999665803191154509e+02
4.948869999999999658e-02	9.627969999999999584e-03	6.398229999999999196e-02	-9.440699999999999786e-04	-1.289910000000000015e-03	-9.727260000000000377e-04	3.235975200000000274e-01	-6.174072719999999792e-02	-8.255429379999999762e-02	6.058084499999999775e-03	6.976131030000000399e-02	-8.406622720000000992e-02	1.637885420000000092e-02	6.058046118800377826e+02	5.026242294992083544e+02
-1.254970000000000217e-02	-2.146809999999999691e-02	1.963420000000000096e-02	-2.547829999999999965e-05	-1.008170000000000073e-03	-9.727260000000000377e-04	1.974991550000000096e-01	-5.948288060000000294e-02	-5.613765500000000158e-02	5.457104899999999821e-03	-5.242366650000000045e-02	-1.357996499999999940e-03	-6.555481750000000107e-02	6.046189235890449254e+02	5.012597516297181528e+02
8.182880000000000015e-03	-2.267820000000000252e-02	3.197479999999999767e-02	2.626779999999999675e-04	-1.856100000000000068e-03	-9.727260000000000377e-04	9.108759499999999343e-02	-3.068586020000000150e-02	-3.129298629999999887e-02	3.256665000000000167e-03	-6.128398460000000075e-02	-1.071981359999999925e-02	-1.161822515999999944e-01	6.023662055025282598e+02	5.012031981519799047e+02
-1.781559999999999958e-03	-4.328639999999999918e-03	1.675640000000000185e-01	4.886460000000000239e-04	-1.310050000000000103e-03	-1.177050000000000015e-03	2.127203000000000011e-01	-6.665899490000000427e-02	-1.653588790000000072e-02	2.528503990000000382e-02	-5.255914100000000019e-03	-7.333692099999999763e-03	1.868559799999999944e-03	6.068435889114296060e+02	5.020180782144639693e+02
-3.898420000000000097e-03	1.113679999999999878e-02	2.664009999999999989e-01	-4.512510000000000067e-04	-2.055620000000000082e-04	-8.441979999999999970e-04	2.352811499999999945e-01	-1.681012150000000052e-02	2.639673229999999968e-02	2.310159089999999985e-02	1.426489809999999941e-02	-4.607328800000000217e-03	1.285167700000000059e-03	6.035325514766992683e+02	5.006544199605930885e+02
5.164799999999999947e-02	1.461900000000000005e-02	3.127610000000000112e-01	-4.349190000000000174e-03	-1.003159999999999902e-03	-1.596659999999999963e-03	3.777885699999999902e-01	-7.986660959999999920e-02	-2.965186299999999966e-03	1.649546600000000030e-02	1.798187780000000055e-02	-1.309691689999999999e-02	1.520933200000000041e-01	6.062568292695692662e+02	5.008325497552085039e+02
1.421699999999999874e-02	4.266689999999999650e-01	3.938639999999999919e-01	8.620000000000000925e-03	8.346129999999999998e-04	1.071480000000000089e-03	1.404339149999999981e+00	1.638862187000000026e-01	1.681645861000000131e-01	-2.526821882999999991e-01	-2.477693749999999862e-01	8.996353849999999541e-02	-1.719462484000000013e-01	5.809297092750908860e+02	4.898925936727159183e+02
-4.198980000000000073e-02	-5.952899999999999858e-01	-2.443469999999999809e-01	4.895659999999999812e-04	5.707929999999999948e-04	-1.027120000000000073e-03	2.241019500000000164e+00	1.851679458000000111e-01	-1.472734947000000072e-01	-3.245969979999999838e-02	-1.251617270000000004e-01	-8.750606169999999850e-02	6.788073079999999704e-02	5.973171776397462054e+02	4.932793364804628027e+02
