csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
525.5214638584744	473.47695981391604	625.801791101681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-0.0	0.0
529.5779664078727	476.7342316314923	629.608168816207	1.498565	30.91856	0.05130080841	-0.0520840496	-0.0303289289	0.0357866554	-0.0255183185	0.0634236641	-0.0450399954	-0.0094185918	0.0643242684	-0.0464737486	0.0067441831	-0.0071793629000000015	0.0252847791	0.1094302901	0.1094157677	0.1093915651	0.1093576844	0.0	0.00228969	0.039488300000000004	-3.96841e-06	0.0	0.000190377	0.0
531.2502605969747	476.5179112196757	629.7014691064043	1.2448629999999998	25.684148999999998	0.17232164859000002	-0.0642292307	-0.021836279	-0.0267723784	0.0931094163	0.017501712	-0.0861538719	-0.0131240147	0.0109700337	0.0725566293	0.0307946322	0.0157728486	-0.0632797924	0.1093915651	0.1092609019	0.1090432455	0.1087387692	0.0	-1.0637000000000003e-05	-0.10403	-0.00956039	0.000163511	0.000365798	0.0
531.2405853723626	476.46056927416913	628.627019873462	1.465155	30.229235	0.35046547009999995	-0.0204154072	-0.0245240955	0.07397007900000001	0.0495224163	0.0466946882	-0.042478325	0.0331495199	0.0257840251	0.0362110516	0.0055299618	0.0489677538	-0.0258236479	0.1093141288	0.1089513895	0.1083477155	0.1075044416	0.0	-3.05171e-05	0.169104	0.013040800000000005	-0.000843181	0.000453314	0.0
531.9317813924243	476.174482828653	630.4929809388217	1.555395	32.091091	0.4010839171	0.0031137316	0.0131765088	-0.0918704549	-0.0383088336	-0.0151805971	0.08661343630000001	-0.0355999351	-0.035397426	-0.1278597106	0.00109232	-0.0319019428	0.0482575279	0.1091980085	0.1084876686	0.1073071896	0.1056616872	0.0	-6.128420000000002e-05	-0.145348	-0.0250245	6.0057e-05	0.000385835	0.0
532.49866850569	476.58659689788027	629.9749202995685	1.508945	31.132723	0.3213799042	-0.0724551213	-0.0599708074	-0.0161077632	0.004756778	-0.0029753677000000003	-0.0476259357	0.0109009455	-0.0062669815	0.1268886133	-0.0010925582	-0.016401286299999998	-0.0250364869	0.1090432455	0.1078703956	0.1059249812	0.1032209353	0.0	0.0158614	0.07897229999999998	0.00803857	-0.000427578	0.0007594579999999999	-0.000100219
530.6487250353599	476.11331808677943	629.0572472778832	1.45655	30.051702000000002	0.1096613	-0.0138431365	0.0013684787	0.0516425393	0.0337403546	-0.0137740515	0.1033119317	-0.0058586889	0.06726477089999999	-0.06674651969999999	-0.0416829053	-0.0035327213	0.0547650313	0.1088498944	0.1071004441	0.1042054913	0.1001959995	0.0	-0.0151249	0.0242695	0.00292672	-0.00042694699999999995	0.000483101	0.0
531.0724086932418	476.82365182477486	628.7098562148093	1.338325	27.612469	0.121219405	-0.0180312607	0.0188988378	0.0261781679	-0.0036033072	0.07409613150000001	-0.023133344	0.018630978500000003	0.0192739079	0.053821373600000014	0.0322379031	0.0581414739	0.032720925	0.1086180237	0.1061789038	0.1021541952	0.0966039994	0.0	0.0158715	-0.0430228	0.00286763	-7.003470000000001e-05	0.000382581	0.0
530.7565202080013	477.13284125703143	630.7154325827747	1.25785	25.952105	0.1927626157	0.056276224900000005	0.0025913175	-0.0345668274	-0.0023596206	0.0051742537	-0.0140625818	0.0472127927	-0.0465185971	-0.0187931389	0.0378786261	-0.0288322679	-0.043423246	0.1083477155	0.1051070792	0.0997776243	0.0924652642	0.0	-5.23307e-05	0.08923980000000001	0.014483500000000002	-0.000729241	0.000382581	0.0
532.3415347530897	476.7723764908945	632.2678436659068	1.616008	33.34166	0.25980855070000003	-0.005282975600000001	-0.0039749151	-0.16353804730000002	-0.070956637	-0.055641170700000006	0.0136060968	-0.0276749398	-0.0439563595	-0.1165666558	0.0016217128	-0.1095760396	-0.0921203573	0.1080390653	0.1038864873	0.0970833462	0.0878032173	0.0	0.00224954	-0.146268	0.00590797	-0.000460774	0.000382581	0.0
532.0849133505516	476.8748025022521	631.2813919804261	1.516382	31.286161	0.3163032341	-0.049426942300000005	-0.051941923	-0.054624955	0.1233657209	-0.0721105778	-0.0328316404	-4.08825e-05	-0.0318791365	0.1373624651	0.0642028292	-0.08964814980000001	0.0294973222	0.1076921824	0.1025188557	0.0940799397	0.0826442438	0.0	-5.0388599999999994e-05	0.07962669999999998	-0.041672100000000004	8.36171e-06	0.0007240159999999999	0.0
532.169406935122	476.8653286156032	630.8842280188612	1.1822540000000001	24.392408	0.08159666410000001	-0.042806041	-0.0275678365	-0.0142245316	-0.1361765623	-0.0410700673	0.0519729854	0.0147474529	0.030699755	-0.0321527281	-0.0402486105	-0.1071122913	0.0034818748	0.1073071896	0.1010061201	0.0907769682	0.0770175411	0.0	0.00272189	0.0334451	-0.0324446	-0.000197039	0.00086242	-0.000124501
531.842880768371	476.8462977380365	629.9122122553523	1.0525010000000001	21.715324	0.1457711549	-0.0514090063	-0.0534439981	0.0530475887	0.0387657741	-0.090579177	0.0842540852	0.0421790734	0.0639462712	-0.0010366839	-0.07051670269999999	-0.038133338	-0.0051499719000000005	0.1068842231	0.0993504217	0.0871849489	0.0709549538	0.0	-8.42369e-05	-0.0479479	-0.000942722	-0.00037679	0.0007374859999999997	-0.000421219
530.6973544365516	476.62175000360384	628.4505708852353	0.9837600000000001	20.297056	0.1006803191	0.0442232305	0.0095911476	0.0168914302	0.05827357070000001	-0.0939739704	0.0545358739	0.0322715321	-0.0356039738	0.0615485579	-0.0477719402	-0.0120811448	-0.0375122152	0.1064234327	0.0975541038	0.0833153194	0.0644907934	0.0	-0.000102805	0.008421629999999998	-0.0009667930000000001	-0.000689606	0.000995096	-0.00010628200000000001
530.4414422127809	476.0541062952239	628.8242340736167	0.976073	20.138448999999998	0.07550118980000001	0.0299355098	0.00017390450000000002	0.0211676533	-0.07708617549999999	0.0099946182	0.0634460239	0.0092053982	0.0060014180000000006	-0.086798326	-0.0487814643	-0.0186626395	-0.009586796	0.1059249812	0.095619709	0.079180401	0.0576616442	0.0	-5.7108199999999996e-05	0.0551293	0.00192028	-0.000305991	0.000861703	-0.00010648899999999999
529.6593699992424	476.3153030122194	628.0419440841812	0.9491700000000001	19.583376	0.1416975007	0.0374254917	0.0025195197	0.0332722322	0.0560986726	-0.0410576071	0.0634613438	0.0061710676	-0.0402628513	0.0224291523	-0.0463507862	0.0323831143	-0.0268692413	0.1053890452	0.0935499752	0.07479336	0.050506156100000005	0.0	0.00510669	-0.0548029	-0.00104334	-9.74735e-06	0.0010144	-8.267199999999997e-05
528.2336673986828	476.6879010016085	627.1813745818694	0.9548770000000001	19.701139	0.17210911700000006	0.0942131917	0.0579163671	0.0783100709	0.1257506094	0.0150996618	-0.0154243111	0.0081160678	-0.0682242191	0.0829480234	0.0511671626	0.0926361158	-0.0098945147	0.1048158143	0.0913478319	0.0701681655	0.0430648259	0.0	-4.33595e-05	0.06677660000000002	-0.0207712	-0.00043447	0.0009294619999999999	-7.92985e-05
528.7377921910355	476.3207047896946	627.9120720324556	1.1619640000000002	23.973778	0.15136450099999998	0.0357331639	0.0993493731	0.1266331754	-0.1529720645	0.001982251	-0.0684747046	-0.0219558689	0.0412158382	-0.12780901039999998	-0.1036053789	0.0409047181	0.0067264903	0.1042054913	0.0890163959	0.0653195448	0.0353797682	0.0	-8.570549999999999e-05	-0.0418665	-0.015002799999999998	-6.730640000000001e-05	0.0007977159999999999	-0.000318602
528.2746984559382	475.68819819947714	627.8271280969329	1.153183	23.792606	0.12238344550000001	0.1092527324	0.0889277089	-0.0305155164	-0.0020083629	-0.1333490761	-0.0161529349	-0.0296425173	-0.1349950865	0.0514482749	-0.05841645769999999	-0.0805318465	-0.022773784100000003	0.1035582923	0.0865589672	0.0602629365	0.0274944769	0.0	0.00958355	0.0310113	-0.045882099999999995	4.8443400000000004e-05	0.0007977159999999999	-0.00025521
527.5769172044651	475.72081662500085	629.5023653110086	1.13326	23.38155	0.03752181999999999	0.1213699084	0.1112739428	-0.0394810542	-0.0807011476	0.0462613404	0.0852626376	-0.064530429	-0.0684672616	-0.1331627735	0.028588828	0.0255359761	0.0228117778	0.1028744463	0.0839790239	0.0550144419	0.0194535793	0.0	0.00303812	0.04018	-0.058978300000000004	1.7192599999999995e-05	0.00069873	-0.000299203
530.9167439538023	476.44245254355997	632.6810093999978	1.131576	23.346798	0.16416059999999996	0.0386639267	0.042526091399999986	-0.1301255982	-0.01203515	-0.0324823663	-0.0294735016	-0.0331210401	-0.0858663907	-0.0323965492	0.0744335703	-0.0787209194	-0.0037741794	0.1021541952	0.08128021769999999	0.0495907727	0.0113025832	0.0	0.0103293	-0.07188889999999999	-0.0787003	0.000297761	0.0007977159999999999	-0.000421219
533.1085115900083	476.55688712176635	634.2239700666387	1.0608959999999998	21.888527	0.20035783	-0.0589632495	-0.041082908	-0.0827578265	-0.064430852	-0.0238144297	0.0021362021	-0.0181463239	0.0103164536	0.0312085318	0.0614949726	-0.14463356300000002	0.0237913086	0.1013977939	0.0784663685	0.0440091989	0.0030876196000000004	0.0	0.00755777	0.057916499999999996	-0.104405	-0.00037347300000000003	0.0006274259999999999	-0.000421219
533.4261730221672	477.21619483868795	632.3137397624528	1.171785	24.176392	0.20281153	-0.0700860569	-0.08091349440000001	0.0413233971	0.0247157203	0.0627131909	0.0904176981	0.0400546044	0.1388216978	0.0020092732	0.0262778681	0.0100662374	0.0370483444	0.1006055102	0.0755414588	0.0382874931	-0.0051448186	0.0	0.0110025	-0.0629822	-0.06804200000000002	-0.00011339399999999999	0.00104885	-0.00026062
532.1305540697948	476.378420704411	631.3627852989764	1.110866	22.91951	0.1523155977	-0.0275835247	-0.0189124012	0.0687782812	0.1681466732	0.0053814392	-0.0325242788	0.0061169712	0.0181730523	0.1587372641	0.0381257735	0.0847883904	0.0459763253	0.0997776243	0.0725096287	0.032443874	-0.0133481394	0.0	-6.889770000000001e-05	0.039237400000000006	-0.0852087	0.00013256	0.000923883	-0.00019438299999999999
