trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	framewise_displacement	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	csf	white_matter
-1.797609999999999833e-02	-9.289469999999999672e-02	-1.262549999999999957e-02	8.288250000000000478e-04	6.365389999999999850e-04	1.338129999999999875e-04	0.000000000000000000e+00	-8.275164240000000559e-02	-1.497204109999999977e-01	8.796783150000000995e-02	-3.130575160000000079e-02	5.897324369999999705e-02	-5.381125999999999965e-03	5.278024161210873899e+02	5.133693582709753400e+02
-2.889320000000000083e-02	-1.074859999999999843e-01	-8.285880000000000675e-03	1.137659999999999973e-03	4.749430000000000231e-04	1.116200000000000053e-04	5.447922000000000181e-02	-1.356067384000000098e-01	-2.378535410000000294e-02	-2.094238210000000100e-01	2.017839459999999988e-02	-1.142387960000000070e-02	7.409083769999999514e-02	5.276761907978756199e+02	5.128180614041419858e+02
-1.800720000000000098e-02	1.580020000000000036e-01	4.768930000000000391e-02	1.217159999999999900e-03	9.489780000000000611e-04	-1.711779999999999931e-04	3.741658299999999771e-01	1.352305574999999871e-01	-1.799190089999999909e-01	7.037415650000000689e-02	-1.029429039999999948e-02	9.074844840000000079e-02	1.238051199999999977e-02	5.281395776446272521e+02	5.151321501845844750e+02
-7.079249999999999605e-03	-2.985479999999999801e-01	3.999489999999999643e-03	1.058729999999999914e-03	7.821069999999999845e-04	3.456519999999999900e-05	5.377199699999999361e-01	-2.687914450000000038e-02	1.796317639999999924e-02	-2.705778019999999923e-02	1.431978705999999990e-01	3.211634619999999968e-02	-1.637871532000000074e-01	5.249251515458270205e+02	5.152494212527607260e+02
-1.828099999999999864e-02	-7.694900000000000351e-02	3.005160000000000210e-03	1.947449999999999930e-04	2.794920000000000000e-04	-4.266450000000000190e-04	3.251855900000000243e-01	1.422846232999999960e-01	8.701322999999999089e-04	-1.651661916999999924e-01	8.337562960000000079e-02	8.537413500000000377e-03	-1.659189960999999935e-01	5.318866577875323856e+02	5.158472647574520806e+02
-1.826640000000000208e-02	9.250810000000005140e-03	1.514429999999999769e-02	4.363469999999999610e-04	2.794920000000000000e-04	-4.438239999999999980e-04	1.112926000000000193e-01	1.904240923999999946e-01	-6.240056270000000210e-02	-1.598420350000000212e-02	6.948701629999999574e-02	-1.366227771000000091e-01	-7.477490670000000450e-02	5.324376607580883274e+02	5.159382790940060204e+02
-1.462270000000000063e-02	-6.390569999999999584e-02	4.450159999999999533e-02	9.470969999999999346e-04	6.575210000000001036e-04	-5.489720000000000016e-05	1.700427999999999940e-01	8.923336560000000306e-02	-1.475747125000000104e-01	-4.761573100000000142e-02	9.981498899999999980e-03	-8.110046320000000031e-02	5.454250099999998630e-02	5.292376079850080259e+02	5.145907080293625313e+02
-1.825850000000000042e-02	-1.125289999999999901e-01	4.419519999999999699e-02	8.256900000000000177e-04	4.526660000000000059e-04	-1.455810000000000144e-04	7.341279000000000554e-02	-2.663608849999999847e-02	-3.249670990000000370e-02	-9.436690529999999799e-02	8.845864390000000854e-02	-1.030227427999999973e-01	1.874440294999999979e-01	5.266986135142605008e+02	5.135305840528596946e+02
-1.762099999999999951e-04	-3.901690000000000713e-02	5.294880000000000420e-02	3.785159999999999653e-04	3.623090000000000034e-04	-9.056149999999999682e-05	1.299755150000000137e-01	-3.672716930000000102e-02	-9.171487659999999487e-02	1.922568460000000090e-02	-8.286172899999999508e-03	1.306400459999999993e-02	2.254363641000000085e-01	5.267112666281258271e+02	5.130574633982753312e+02
-3.008410000000000251e-02	-1.538420000000000065e-01	1.508229999999999814e-02	2.058469999999999961e-04	5.896820000000000100e-04	-2.332579999999999951e-04	2.097364150000000371e-01	-8.534536859999999892e-02	5.958239259999999898e-02	3.404720779999999974e-02	9.131335290000000549e-02	-5.210967700000000181e-03	1.811078637000000102e-01	5.261342311181673495e+02	5.135361053912830585e+02
3.249670000000000076e-03	1.600820000000000021e-02	4.408830000000000388e-02	-1.799629999999999980e-04	7.230219999999999226e-04	-4.401040000000000269e-04	2.684897700000000165e-01	-1.189945339999999921e-02	-1.484902119999999964e-02	6.784838790000000119e-02	1.238055950000000079e-02	6.307335890000000111e-02	1.082737904999999945e-01	5.277760395393138424e+02	5.138908480100853922e+02
-8.627390000000000406e-03	-1.503720000000000057e-01	1.841730000000000103e-02	4.966749999999999838e-05	2.794930000000000157e-04	-3.748109999999999593e-04	2.408508849999999868e-01	-6.832495980000000135e-02	1.086315174999999966e-01	1.011112351999999964e-01	4.911554700000000245e-02	8.478161339999999713e-02	-6.218515449999999917e-02	5.245758720854433932e+02	5.143676945556350120e+02
-2.503940000000000289e-04	-3.815330000000000110e-02	1.549530000000000005e-02	-4.842199999999999955e-04	2.794930000000000157e-04	-3.702959999999999932e-04	1.504378209999999993e-01	-2.586688750000000134e-02	5.875301639999999659e-02	2.670193510000000089e-02	5.159363999999999617e-04	8.609278550000000474e-02	-1.279044012999999980e-01	5.271787055294688571e+02	5.145129773040766850e+02
-1.505670000000000099e-02	-8.448300000000000254e-02	9.939939999999999540e-03	-6.797560000000001101e-04	2.794930000000000157e-04	-5.295550000000000214e-04	8.443111600000000050e-02	-5.518722320000000320e-02	5.105280210000000263e-02	6.338434980000000329e-02	-1.117673159999999985e-02	6.386158520000000116e-02	-1.470283296000000073e-01	5.259518122076988220e+02	5.142676084845564901e+02
