trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	framewise_displacement	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	csf	white_matter
1.212440000000000045e-02	-1.245949999999999989e-05	-6.626030000000000808e-02	0.000000000000000000e+00	5.839109999999999732e-05	2.525420000000000225e-04	0.000000000000000000e+00	-8.079435370000000172e-02	-1.273241959999999937e-02	2.089020379999999982e-02	-1.782986770000000165e-02	6.102282819999999691e-02	-1.705128860000000232e-02	5.466316027730493943e+02	5.677109582246378068e+02
7.743090000000000216e-03	4.543669999999999654e-02	-7.095600000000001906e-02	-1.986249999999999897e-04	-0.000000000000000000e+00	1.520580000000000000e-04	7.240117450000001231e-02	-1.745060820000000207e-02	2.667395960000000163e-02	5.283962080000000061e-02	-8.319724790000000703e-02	4.615965900000000566e-02	1.027323670000000050e-01	5.435718462114865588e+02	5.677965344437793647e+02
9.655880000000000365e-03	-4.368149999999999811e-02	-1.105750000000000066e-01	-3.307730000000000262e-04	-1.952550000000000000e-04	3.572159999999999897e-04	1.572780400000000078e-01	7.550747200000000083e-03	-1.222020282000000069e-01	-2.652786619999999984e-02	6.641332040000000325e-02	7.430254600000000056e-03	2.084975303999999918e-01	5.455126897030522741e+02	5.684568251138772439e+02
-2.019150000000000141e-05	4.518849999999999950e-02	-4.817059999999999398e-02	-8.210080000000000242e-04	-3.260220000000000305e-04	0.000000000000000000e+00	2.098613714999999769e-01	2.460587529999999981e-02	-1.726360878999999848e-01	-1.346581599999999990e-01	-8.978236599999999887e-03	1.138227059999999957e-01	2.692071349999999863e-02	5.438954725506072236e+02	5.685055551656504349e+02
1.912440000000000320e-02	3.928140000000000104e-03	-6.928220000000000212e-02	-5.541769999999999899e-04	-2.628819999999999811e-04	3.767309999999999951e-04	1.168516515000000006e-01	1.385566891999999994e-01	-8.630733749999999760e-02	6.773110300000000257e-03	2.929486439999999872e-02	1.071696262000000066e-01	4.522301060000000206e-02	5.391723448918528447e+02	5.676629632584978253e+02
1.249839999999999979e-02	-1.782999999999999516e-02	-8.966939999999997898e-03	-5.080319999999999498e-04	-4.282800000000000127e-04	1.912379999999999874e-04	1.085512000000000005e-01	1.488728819999999946e-02	-1.098337249999999932e-01	-6.178501650000001177e-02	7.597090650000000445e-02	5.744071919999999692e-02	-1.364126714999999990e-01	5.385954510672936522e+02	5.676542953737388189e+02
1.786879999999999719e-02	6.160579999999999702e-03	-6.023519999999999569e-02	-9.105669999999999845e-05	4.344149999999999395e-05	3.317799999999999981e-04	1.320911800000000580e-01	1.350354257999999974e-01	8.261169969999999918e-02	9.281548259999999884e-02	3.759907130000000181e-02	9.910604500000000372e-02	-4.840846289999999746e-02	5.362517817990566300e+02	5.663033304940337302e+02
6.764590000000000013e-03	-5.428460000000000230e-02	2.094020000000000256e-02	3.233929999999999986e-04	-2.471779999999999702e-04	1.866179999999999944e-04	1.952363500000000029e-01	1.778481410000000082e-02	1.156901565999999965e-01	-8.779713270000000236e-02	1.641739804000000025e-01	-5.204820179999999907e-02	-1.742453629999999865e-01	5.383808382726996342e+02	5.656300226825130721e+02
2.434479999999999630e-02	1.423439999999999983e-01	7.788200000000000331e-03	-2.721180000000000127e-04	-1.979890000000000114e-05	2.170409999999999842e-04	2.700264649999999933e-01	7.147114579999999662e-02	9.099376900000000212e-02	1.082445897000000046e-01	-5.292906540000000271e-02	-5.003130380000000293e-02	-2.167736892999999887e-01	5.339126242770694262e+02	5.658381131738686918e+02
7.818890000000000215e-03	-1.381779999999999953e-01	1.326500000000000075e-02	3.343359999999999648e-04	4.344149999999999395e-05	1.758959999999999842e-04	3.380666799999999528e-01	-1.004367664999999965e-01	7.694297199999999837e-02	1.340598964999999976e-01	9.443309699999999363e-02	4.478705169999999680e-02	9.670642400000000263e-03	5.404323414864779807e+02	5.669831009334137661e+02
7.698049999999998817e-03	8.721760000000000623e-02	-3.071500000000000011e-03	-6.259399999999999600e-04	-1.874769999999999941e-04	0.000000000000000000e+00	3.102074650000000156e-01	-1.079420459999999929e-02	9.094710039999999440e-02	-1.079594616999999951e-01	-8.093694749999999494e-02	1.892876069999999827e-02	-2.758532900000000045e-03	5.419920033894636617e+02	5.669186277976610882e+02
2.668090000000000392e-02	-4.334359999999999602e-02	-8.634809999999996932e-02	-3.601349999999999799e-04	-2.419840000000000196e-04	1.529320000000000191e-04	2.564828499999999845e-01	1.000084237000000015e-01	-5.234772759999999775e-02	6.864693530000000321e-02	3.279367999999999953e-03	-1.329506249999999959e-02	1.214748127000000039e-01	5.409050383604799208e+02	5.674378432833045736e+02
2.436540000000000233e-02	-4.035539999999999961e-02	-1.837209999999999885e-02	-2.100629999999999978e-04	4.344149999999999395e-05	0.000000000000000000e+00	1.027011750000000057e-01	-1.673591597000000097e-01	-1.213091154999999949e-01	-9.028874309999999903e-02	1.456962510000000058e-02	4.083714279999999669e-02	-1.887044860000000254e-02	5.426687043574179370e+02	5.683963949491076164e+02
1.198019999999999988e-02	1.316219999999999890e-01	-1.725439999999999960e-02	-7.320529999999996536e-04	-1.900580000000000021e-04	2.164259999999999773e-04	2.340760749999999946e-01	3.997724230000000017e-02	3.054322519999999944e-02	1.694989229999999819e-02	-1.551939343000000027e-01	3.723638070000000189e-02	-7.420347480000000218e-02	5.407768803791628898e+02	5.665675631506315995e+02
3.329909999999999815e-02	-8.070439999999998171e-02	-8.248039999999998151e-02	4.837020000000000658e-05	-5.005839999999999899e-04	4.416709999999999798e-04	3.646810100000000276e-01	6.726031740000000536e-02	3.710321459999999655e-02	8.768275180000000002e-02	8.325234669999999337e-02	-3.177366210000000246e-02	1.209915956000000015e-01	5.411944607854622973e+02	5.670065317879747226e+02
7.219670000000000080e-04	2.642860000000000001e-02	-1.559439999999999958e-02	-4.272349999999999846e-04	-5.005839999999999899e-04	1.358679999999999805e-04	2.456665430000000150e-01	-6.531658840000000021e-02	-9.655905310000000019e-02	-1.257666155999999924e-01	-1.442124099999999957e-03	-8.824095210000000578e-02	7.465923999999999651e-03	5.436061110951687851e+02	5.683401915267293134e+02
1.169570000000000158e-02	7.367089999999996974e-02	-5.047399999999999803e-02	-3.476390000000000101e-04	-3.538400000000000139e-04	2.231900000000000095e-04	1.087787330000000025e-01	1.927129680000000053e-02	-4.245807389999999709e-02	5.358312110000000572e-02	-1.049902327999999996e-01	8.719696880000001038e-02	-4.133065259999999658e-02	5.400414657404147647e+02	5.677311424509850895e+02
1.718919999999999823e-02	-2.504879999999999954e-02	-2.594170000000000156e-02	-2.791830000000000136e-04	-4.424280000000000270e-04	1.552640000000000096e-04	1.399939999999999796e-01	-3.402617779999999453e-02	4.537967329999999938e-02	-1.770041829999999955e-02	8.077630610000000044e-02	6.336107139999999638e-02	-3.463848000000000382e-04	5.415655214297519251e+02	5.667567864440662788e+02
2.662359999999999900e-03	8.957489999999998509e-02	-1.376679999999999972e-04	-2.950790000000000119e-04	-6.825739999999999195e-04	0.000000000000000000e+00	1.755198720000000212e-01	4.925565820000000344e-02	9.115099860000000498e-02	-1.933518160000000097e-02	-1.374014190000000073e-02	2.384618910000000161e-02	-1.357271781000000122e-01	5.405467203508695775e+02	5.660258356674688685e+02
1.699049999999999519e-02	-6.187119999999999946e-03	-1.623219999999999524e-02	-3.928699999999999841e-05	-3.569690000000000038e-04	0.000000000000000000e+00	1.552545420000000231e-01	7.864240440000000443e-02	1.109168003000000069e-01	7.085259599999998471e-03	1.114035243000000008e-01	-6.601763430000000266e-02	-7.312186390000000036e-02	5.388893242689820227e+02	5.657063490741024907e+02
-7.179899999999999477e-03	2.541480000000000041e-03	3.379919999999999800e-03	-1.445289999999999845e-04	1.160470000000000089e-04	-9.630219999999998744e-05	8.623912999999996942e-02	2.023854669999999856e-02	9.920106970000000524e-02	-4.665287599999999937e-03	1.372177508000000101e-01	-1.695399167999999956e-01	-5.996411010000000236e-02	5.403418017137586276e+02	5.656871449619329724e+02
4.259680000000000064e-03	4.458419999999999744e-02	-3.792760000000000055e-03	-4.886830000000000644e-04	1.160470000000000089e-04	-3.011080000000000180e-04	8.810297000000000267e-02	-4.018038620000000116e-02	4.998518600000000089e-02	-2.406159210000000104e-02	2.036547609999999828e-02	-1.747572416000000017e-01	-6.175486909999999829e-02	5.409034531523382157e+02	5.667387462174827988e+02
1.462390000000000044e-02	2.551180000000000114e-02	-4.753140000000000143e-02	-2.438190000000000181e-04	3.398480000000000164e-04	-3.206349999999999955e-04	9.758485999999999549e-02	-9.455799739999999620e-02	-3.912647400000000136e-02	1.184867467000000063e-01	-6.227129630000000082e-02	-1.073462788999999945e-01	-1.784187309999999901e-02	5.418741492610687374e+02	5.677243735374452172e+02
4.334840000000000394e-03	-4.356630000000000225e-02	-4.935440000000000660e-02	-2.013790000000000111e-04	1.160470000000000089e-04	-4.275919999999999678e-04	9.985006000000000437e-02	-1.805726005999999939e-01	3.504546800000000323e-02	4.000053340000000318e-02	-2.643128629999999882e-02	-2.584100560000000130e-02	8.050514350000000097e-02	5.446105233616864325e+02	5.677048937681631742e+02
2.035259999999999847e-02	1.161529999999999924e-01	-8.786870000000000791e-02	-1.309470000000000078e-03	1.160470000000000089e-04	-3.278190000000000270e-04	2.746445599999999820e-01	-1.843015500000000015e-02	3.685964960000000235e-02	1.587109780000000095e-02	-1.774081860000000233e-01	-6.769985900000000112e-02	8.320313449999999778e-02	5.427161996321306106e+02	5.671627068564796446e+02
